SPU_000002	GO:0007186;GO:0004930;GO:0005515;GO:0016021
SPU_000005	GO:0006259;GO:0004531
SPU_000006	GO:0003676;GO:0004386;GO:0005524
SPU_000007	GO:0007275;GO:0016055;GO:0005102;GO:0005576
SPU_000008	GO:0006629;GO:0008081
SPU_000010	GO:0005634
SPU_000011	GO:0005634
SPU_000012	GO:0016813;GO:0046872
SPU_000013	GO:0003341;GO:0007018;GO:0003777;GO:0016887;GO:0005858;GO:0030286
SPU_000014	GO:0016881
SPU_000016	GO:0003676;GO:0046872
SPU_000017	GO:0003676;GO:0046872
SPU_000021	GO:0006457;GO:0051259;GO:0051087
SPU_000022	GO:0015986;GO:0015078;GO:0000276
SPU_000025	GO:0006821;GO:0055085;GO:0005216;GO:0005247;GO:0016020
SPU_000026	GO:0009152;GO:0003824;GO:0004018
SPU_000027	GO:0006278;GO:0003723;GO:0003964
SPU_000028	GO:0008146
SPU_000029	GO:0006278;GO:0003723;GO:0003964
SPU_000030	GO:0007186;GO:0004930;GO:0016021
SPU_000031	GO:0030246
SPU_000032	GO:0055114;GO:0016491;GO:0050660;GO:0051537
SPU_000035	GO:0005509
SPU_000036	GO:0006637;GO:0047617
SPU_000038	GO:0055085;GO:0016021
SPU_000039	GO:0005515;GO:0008270;GO:0005622
SPU_000040	GO:0016433
SPU_000041	GO:0005515
SPU_000042	GO:0005515
SPU_000044	GO:0005515;GO:0008270;GO:0046872;GO:0005622
SPU_000046	GO:0006468;GO:0004672;GO:0004674;GO:0005524;GO:0016772
SPU_000047	GO:0005509;GO:0005515
SPU_000048	GO:0035434;GO:0005375;GO:0016021
SPU_000049	GO:0006508;GO:0003824;GO:0004252
SPU_000050	GO:0005515
SPU_000051	GO:0005044;GO:0016020
SPU_000052	GO:0008152;GO:0005509;GO:0016746
SPU_000053	GO:0005509;GO:0005515
SPU_000054	GO:0008033;GO:0055114;GO:0003824;GO:0017150;GO:0050660
SPU_000055	GO:0005515
SPU_000056	GO:0005515
SPU_000057	GO:0005515
SPU_000058	GO:0007166;GO:0007186;GO:0004888;GO:0004930;GO:0016020;GO:0016021
SPU_000060	GO:0005515
SPU_000061	GO:0006184;GO:0007017;GO:0051258;GO:0003924;GO:0005200;GO:0005525;GO:0005874;GO:0043234
SPU_000062	GO:0006184;GO:0007017;GO:0051258;GO:0003924;GO:0005200;GO:0005525;GO:0005874;GO:0043234
SPU_000063	GO:0008152;GO:0016491
SPU_000064	GO:0007186;GO:0004930;GO:0016021
SPU_000068	GO:0016787
SPU_000069	GO:0006836;GO:0005328;GO:0016021
SPU_000070	GO:0007160
SPU_000071	GO:0005515
SPU_000072	GO:0034508;GO:0000776
SPU_000073	GO:0006468;GO:0004672;GO:0004674;GO:0005524;GO:0016772
SPU_000075	GO:0006508;GO:0004177;GO:0008235
SPU_000076	GO:0006836;GO:0005328;GO:0016021
SPU_000077	GO:0015986;GO:0046933;GO:0046961;GO:0045261
SPU_000078	GO:0007186;GO:0004930;GO:0016021
SPU_000079	GO:0007186;GO:0004930;GO:0016021
SPU_000082	GO:0000723;GO:0006281;GO:0000166;GO:0003678;GO:0005515;GO:0017111
SPU_000084	GO:0005488
SPU_000085	GO:0007186;GO:0004930;GO:0016021
SPU_000086	GO:0007186;GO:0004930;GO:0016021
SPU_000088	GO:0006511;GO:0016567;GO:0034450;GO:0000151
SPU_000090	GO:0006182;GO:0004383;GO:0020037
SPU_000091	GO:0003779;GO:0005509;GO:0005515
SPU_000092	GO:0006811;GO:0006813;GO:0055085;GO:0005216;GO:0005249;GO:0016020
SPU_000093	GO:0006334;GO:0003677;GO:0046982;GO:0000786;GO:0005634
SPU_000095	GO:0005488;GO:0005515;GO:0043515;GO:0051010;GO:0005828;GO:0005881
SPU_000096	GO:0005488;GO:0043515;GO:0051010;GO:0005828;GO:0005881
SPU_000098	GO:0005488;GO:0043515;GO:0051010;GO:0005828;GO:0005881
SPU_000099	GO:0005509;GO:0005544
SPU_000100	GO:0005515
SPU_000101	GO:0003676;GO:0005515;GO:0005634
SPU_000102	GO:0006468;GO:0004672;GO:0004674;GO:0005524;GO:0016772
SPU_000104	GO:0005515;GO:0008270;GO:0005622
SPU_000105	GO:0006468;GO:0004672;GO:0004674;GO:0005524;GO:0016772
SPU_000107	GO:0003824;GO:0008483;GO:0030170
SPU_000110	GO:0008152;GO:0016787
SPU_000111	GO:0006003;GO:0003824;GO:0005524
SPU_000112	GO:0007018;GO:0003777
SPU_000114	GO:0006486;GO:0008417;GO:0016020
SPU_000115	GO:0005515
SPU_000116	GO:0006182;GO:0009190;GO:0035556;GO:0004383;GO:0016849
SPU_000117	GO:0006182;GO:0009190;GO:0035556;GO:0004383;GO:0016849;GO:0020037
SPU_000118	GO:0009059;GO:0000287;GO:0008897
SPU_000121	GO:0003676;GO:0004386;GO:0005524
SPU_000124	GO:0005515;GO:0008270;GO:0005622
SPU_000126	GO:0005515;GO:0005524
SPU_000127	GO:0006511;GO:0008270;GO:0036459
SPU_000129	GO:0006355;GO:0007165;GO:0003700;GO:0004871;GO:0046983;GO:0005634;GO:0005667;GO:0005737
SPU_000131	GO:0032793;GO:0051289;GO:0008140;GO:0005634;GO:0005737
SPU_000134	GO:0033227;GO:0051033;GO:0016021
SPU_000135	GO:0005515
SPU_000136	GO:0016020
SPU_000137	GO:0003796
SPU_000138	GO:0005515
SPU_000140	GO:0007186;GO:0004930;GO:0016021
SPU_000141	GO:0005515;GO:0030246
SPU_000142	GO:0007155;GO:0005198;GO:0031012
SPU_000145	GO:0055114;GO:0016491;GO:0050660
SPU_000146	GO:0006886;GO:0006913;GO:0005488;GO:0008536;GO:0008565
SPU_000147	GO:0007018;GO:0003777
SPU_000148	GO:0007160;GO:0005509;GO:0005576
SPU_000151	GO:0006468;GO:0004672;GO:0004674;GO:0005524;GO:0016772
SPU_000152	GO:0007154;GO:0005509;GO:0005515;GO:0016020
SPU_000159	GO:0005509;GO:0005515
SPU_000160	GO:0006278;GO:0003723;GO:0003964
SPU_000163	GO:0008146
SPU_000164	GO:0030246
SPU_000166	GO:0016020
SPU_000168	GO:0007165;GO:0005098
SPU_000172	GO:0009435;GO:0019358;GO:0004514;GO:0004516
SPU_000173	GO:0006812;GO:0055085;GO:0008324;GO:0016021
SPU_000174	GO:0006812;GO:0055085;GO:0008324;GO:0016021
SPU_000175	GO:0007155
SPU_000176	GO:0005509;GO:0005515
SPU_000177	GO:0006508;GO:0004252
SPU_000178	GO:0007165;GO:0005488;GO:0008601;GO:0000159
SPU_000180	GO:0008152;GO:0055114;GO:0016491
SPU_000181	GO:0003723;GO:0033897
SPU_000186	GO:0005515
SPU_000187	GO:0009058;GO:0016779
SPU_000188	GO:0005515
SPU_000191	GO:0006139;GO:0046939;GO:0005524;GO:0016776;GO:0019201;GO:0019205
SPU_000192	GO:0030246
SPU_000194	GO:0006278;GO:0006508;GO:0003676;GO:0003723;GO:0003964;GO:0004190
SPU_000195	GO:0005515;GO:0016021
SPU_000196	GO:0005515
SPU_000197	GO:0000166;GO:0005524;GO:0017111
SPU_000198	GO:0007018;GO:0003777
SPU_000199	GO:0007165;GO:0005515
SPU_000202	GO:0007165;GO:0035556;GO:0005515;GO:0005622
SPU_000205	GO:0005525
SPU_000206	GO:0005515;GO:0035014;GO:0005942
SPU_000208	GO:0008158;GO:0016020;GO:0016021
SPU_000209	GO:0006464;GO:0018095
SPU_000210	GO:0006139;GO:0006260;GO:0000166;GO:0001882;GO:0003676;GO:0003677;GO:0003887
SPU_000211	GO:0005515
SPU_000212	GO:0003676;GO:0004386;GO:0005524;GO:0008134;GO:0005634
SPU_000214	GO:0004571;GO:0005509;GO:0016020
SPU_000215	GO:0060271;GO:0005634;GO:0005813
SPU_000216	GO:0005509;GO:0005515
SPU_000217	GO:0006508;GO:0008233;GO:0005634
SPU_000219	GO:0005515
SPU_000220	GO:0005509;GO:0005544
SPU_000222	GO:0009253;GO:0008270;GO:0008745
SPU_000223	GO:0055085;GO:0016021
SPU_000225	GO:0006364;GO:0005634;GO:0030529
SPU_000226	GO:0006278;GO:0003723;GO:0003964
SPU_000227	GO:0016758;GO:0016021
SPU_000228	GO:0005515
SPU_000229	GO:0005515
SPU_000231	GO:0006259;GO:0004531
SPU_000233	GO:0006278;GO:0003723;GO:0003964
SPU_000234	GO:0005515
SPU_000236	GO:0006102;GO:0055114;GO:0000287;GO:0004450;GO:0016616;GO:0051287
SPU_000237	GO:0005515
SPU_000238	GO:0006334;GO:0003677;GO:0000786;GO:0005634
SPU_000239	GO:0000166;GO:0003676
SPU_000240	GO:0016881
SPU_000241	GO:0007016;GO:0007155;GO:0003779;GO:0005198;GO:0005200;GO:0001726;GO:0005856;GO:0005925;GO:0015629
SPU_000243	GO:0005515
SPU_000244	GO:0006468;GO:0004672;GO:0004674;GO:0005524;GO:0016772
SPU_000252	GO:0006357;GO:0001104;GO:0016592
SPU_000253	GO:0006184;GO:0006886;GO:0006913;GO:0007165;GO:0007264;GO:0015031;GO:0003924;GO:0005525;GO:0005622;GO:0016020
SPU_000254	GO:0005515;GO:0008270;GO:0046872;GO:0005622
SPU_000255	GO:0006355;GO:0043401;GO:0003677;GO:0003700;GO:0003707;GO:0004879;GO:0008270;GO:0043565;GO:0005634
SPU_000256	GO:0006914
SPU_000257	GO:0005097
SPU_000259	GO:0007165;GO:0005622
SPU_000263	GO:0016787
SPU_000264	GO:0015074;GO:0003676
SPU_000265	GO:0006278;GO:0015074;GO:0003676;GO:0003723;GO:0003964
SPU_000266	GO:0005515;GO:0008270;GO:0046872
SPU_000267	GO:0006278;GO:0003723;GO:0003964
SPU_000268	GO:0015031;GO:0005488
SPU_000270	GO:0006886;GO:0005488;GO:0008536
SPU_000271	GO:0005515;GO:0030246
SPU_000273	GO:0005509;GO:0005544
SPU_000275	GO:0055114;GO:0003824;GO:0010181;GO:0016491
SPU_000276	GO:0006355;GO:0003677
SPU_000277	GO:0006464
SPU_000278	GO:0000226;GO:0000922;GO:0005815
SPU_000279	GO:0055114;GO:0005506;GO:0016705;GO:0020037
SPU_000281	GO:0006979;GO:0055114;GO:0004096;GO:0020037
SPU_000282	GO:0006281;GO:0003913
SPU_000283	GO:0007165;GO:0005515
SPU_000284	GO:0016020
SPU_000285	GO:0006810
SPU_000287	GO:0006471;GO:0003950
SPU_000288	GO:0006520;GO:0019752;GO:0003824;GO:0016831;GO:0030170
SPU_000289	GO:0030246
SPU_000290	GO:0030246
SPU_000292	GO:0006418;GO:0006436;GO:0000166;GO:0004812;GO:0004830;GO:0005524;GO:0005737
SPU_000293	GO:0018193;GO:0005515
SPU_000294	GO:0030246
SPU_000295	GO:0005515
SPU_000296	GO:0003779
SPU_000297	GO:0005488
SPU_000301	GO:0008152;GO:0016491
SPU_000303	GO:0006614;GO:0008312;GO:0048500
SPU_000304	GO:0005524
SPU_000305	GO:0005515
SPU_000306	GO:0006334;GO:0003677;GO:0046982;GO:0000786;GO:0005634
SPU_000307	GO:0006334;GO:0003677;GO:0046982;GO:0000786
SPU_000308	GO:0007165;GO:0005622
